api_id,EFI vs Manual,EFI_Indicator_ID,CLIAR_ID,var_api,Indicator,variable,var_level,family_var,family_name,Status,Included in new version,Benchmarked CTF,new_family_name,reason for change,data_source,processing,description,To Invert,source,data_EFI_ID,version,FLAGGED,Check Source Result
41149,EFI,WB.PEFA.PI-2016-15,WB_PEFA_PI-2016-15,Fiscal strategy,Fiscal strategy,pefa_fiscal,indicator,vars_publ,Public sector performance ,Maintained,Yes,Yes,Public Financial Management Institutions,,API,,"PI-15 Fiscal strategy. Based on the Fiscal impact of policy proposals, and the Fiscal strategy adoption.",,Public Expenditure Financial Accountability,WB.PEFA,GBID 2.0,,
,Manual,,WDI_BXKLTDINVWDGDZS,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (% of GDP)",,indicator,,,New addition,Yes,No,(other indicators),,,,"Foreign direct investment are the net inflows of investment to acquire a lasting management interest (10 percent or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments. This series shows net inflows (new investment inflows less disinvestment) in the reporting economy from foreign investors, and is divided by GDP.",,WDI,,,,
,Manual,,WDI_BMKLTDINVWDGDZS,"Foreign direct investment, net outflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",,indicator,,,New addition,Yes,No,(other indicators),,,,"Foreign direct investment refers to direct investment equity flows in an economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. This series shows net outflows of investment from the reporting economy to the rest of the world, and is divided by GDP.",,WDI,,,,
,EFI,BS.BTI.Q2.1 ,BS_BTI_Q2_1 ,Free and fair elections,Free and fair elections,,indicator,,Political ,New addition,Yes,Yes,Political Institutions,Adding a specific indicator on elections.,,,"This indicator assesses if: general elections are regularly conducted on the national level; universal suffrage with secret ballot is ensured; several parties with different platforms are able to run; and if political posts are filled according to election outcome. For this indicator evaluated the quality of elections considering if; the electoral management body is impartial and effective; registration procedures for voters, candidates and parties are transparent and fair; the polling procedures, including vote count, results verification and complaint resolution, are conducted in a transparent, impartial and correct manner; fair and equal media access is ensured for all candidates and parties; polling is accessible, secure and secret to ensure effective participation. This indicator is graded on a 1 to 10 scale, and a score over 6 is considered free and fair elections",,Bertelsmann Transformation Index,BS.BTI,,,
,EFI,WJP.ROL.4.6,WJP_ROL_4_6,Freedom from arbitrary interference with privacy is effectively guaranteed (WJP Rule of Law Index),Freedom from arbitrary interference with privacy,,indicator,,Social ,New addition,Yes,Yes,Social Institutions,,,,"Measures whether the police or other government officials conduct physical searches without warrants, or intercept electronic communications of private individuals without judicial authorization",,"World Justice Project, Rule of Law",WJP.ROL,,,
41918,Manual,,VDEM_CORE_v2clacfree,Freedom of academic and cultural expression ,Freedom of academic and cultural expression ,v2clacfree,indicator,vars_social,Social ,Maintained,Yes,Yes,Social Institutions,,API,,"A measure on whether ""there is academic freedom and freedom of cultural expression related to political issues."" Coded Responses: 0: Not respected by public authorities. Censorship and intimidation are frequent. Academic activities and cultural expressions are severely restricted or controlled by the government. 1: Weakly respected by public authorities. Academic freedom and freedom of cultural expression are practiced occasionally, but direct criticism of the government is mostly met with repression. 2: Somewhat respected by public authorities. Academic freedom and freedom of cultural expression are practiced routinely, but strong criticism of the government is sometimes met with repression. 3: Mostly respected by public authorities. There are few limitations on academic freedom and freedom of cultural expression, and resulting sanctions tend to be infrequent and soft. 4: Fully respected by public authorities. There are no restrictions on academic freedom or cultural expression. Scale: Ordinal, converted to interval by the measurement model.",,"V-Dem, Variety of Democracy database",VDEM.CORE,,,
,EFI,WJP.ROL.4.7,WJP_ROL_4_7,Freedom of assembly and association is effectively guaranteed (WJP Rule of Law Index),Freedom of assembly and association,,indicator,,Social ,New addition,Yes,Yes,Social Institutions,,,,"Measures whether people can freely attend community meetings, join political organizations, hold peaceful public demonstrations, sign petitions, and express opinions against government policies and actions without fear of retaliation.",,"World Justice Project, Rule of Law",WJP.ROL,,,
,EFI,WJP.ROL.4.5,WJP_ROL_4_5,Freedom of belief and religion is effectively guaranteed (WJP Rule of Law Index),Freedom of belief and religion,,indicator,,Social ,New addition,Yes,Yes,Social Institutions,,,,"Measures whether members of religious minorities can worship and conduct religious practices freely and publicly, and whether non-adherents are protected from having to submit to religious laws.",,"World Justice Project, Rule of Law",WJP.ROL,,,
,Manual,,VDEM_CORE_v2cldiscm,Freedom of discussion for men,Freedom of discussion for men,v2cldiscm,indicator,,Social ,New addition,Yes,Yes,Social Institutions,,,,"Are men able to openly discuss political issues in private homes and in public spaces? Responses: 0: Not respected. Hardly any freedom of expression exists for men. Men are subject to immediate and harsh intervention and harassment for expression of political opinions. 1: Weakly respected. Expressions of political opinions by men are frequently exposed to intervention and harassment. 2: Somewhat respected. Expressions of political opinions by men are occasionally exposed to intervention and harassment.
3: Mostly respected. There are minor restraints on freedom of expression in the private sphere, predominantly limited to a few isolated cases or only linked to soft sanctions. As a rule, however, there is no intervention or harassment if men make political
statements. 4: Fully respected. Freedom of speech for men in their homes and in public spaces is unrestricted. Clarification: This indicator specifies the extent to which men are able to engage in private discussions, particularly on political issues, in private homes and public spaces, such as restaurants, public transport, sports events or at work, without fear of harassment by other members of the polity or the public authorities. Of interest are restrictions by the government and its agents but also cultural restrictions or customary laws that are enforced by other members of the polity, sometimes in informal ways. This question does not ask you to assess the relative freedom of men and women. Thus, it is correct to assign the lowest possible score to a country where men and women enjoy equal but extremely few rights to freedom of discussion.",,"V-Dem, Variety of Democracy database",VDEM.CORE,,,IDEA.GSOD.v_22_05
,Manual,,VDEM_CORE_v2cldiscw,Freedom of discussion for women,Freedom of discussion for women,v2cldiscw,indicator,,Social ,New addition,Yes,Yes,Social Institutions,,,,"Are women able to openly discuss political issues in private homes and in public spaces? Responses: 0: Not respected. Hardly any freedom of expression exists for women. Women are subject to immediate and harsh intervention and harassment for expressing political opinions. 1: Weakly respected. Expressions of political opinions by women are frequently exposed to intervention and harassment. 2: Somewhat respected. Expressions of political opinions by women are occasionally exposed to intervention and harassment. 3: Mostly respected. There are minor restraints on freedom of expression in the private sphere, predominantly limited to a few isolated cases or only linked to soft sanctions. As a rule, however, there is no intervention or harassment if women make political statements. 4: Fully respected. Freedom of speech by women in their homes and in public spaces is unrestricted. Clarification: This indicator specifies the extent to which women are able to engage in private discussions, particularly on political issues, in private homes and public spaces, such as restaurants, public transport, sports events or at work, without fear of harassment by other members of the polity or the public authorities. Of interest are restrictions by the government and its agents but also cultural restrictions or customary laws that are enforced by other members of the polity, sometimes in informal ways. This question does not ask you to assess the relative freedom of men and women. Thus, it is correct to assign the lowest possible score to a country where men and women enjoy equal but extremely few rights to freedom of discussion.",,"V-Dem, Variety of Democracy database",VDEM.CORE,,,IDEA.GSOD.v_22_04
